artist,term_str,n,tf,tfidf,max_pos,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,sentiment
ADELE,stone,2,0.0001209262954229,0.0001375540871576,NN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
ADELE,storm,2,0.0001209262954229,0.0002266726063143,NN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
ADELE,stranger,1,6.046314771146986e-05,8.824182953245646e-05,NN,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0
ADELE,sun,1,6.046314771146986e-05,6.877704357880979e-05,NN,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
ADELE,surprise,4,0.0002418525908458,0.0004533452126286,NN,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
ADELE,swear,3,0.0001813894431344,0.0002063311307364,VBP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
ADELE,sweet,1,6.046314771146986e-05,5.287315544568239e-05,JJ,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
ADELE,swim,3,0.0001813894431344,0.0004461149317317,VB,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
ADELE,taint,1,6.046314771146986e-05,0.0002091681249553,VB,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0
ADELE,teach,3,0.0001813894431344,0.0003400089094714,VB,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
ADELE,tease,1,6.046314771146986e-05,0.0001487049772439,VBP,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0
ADELE,thrill,1,6.046314771146986e-05,0.0001133363031571,NN,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
ADELE,top,2,0.0001209262954229,0.0001375540871576,NN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
